,Lat,time_in,time_out,V
0,0.9000020000000001,0.06633,0.06723,46.9917
1,0.9000090000000001,0.13293,0.13383,46.9672
2,0.910004,0.19952999999999999,0.20044,46.9547
3,0.910004,0.26613000000000003,0.26704,46.9632
4,0.910004,0.33273,0.33364,46.9713
5,0.910004,0.39933,0.40024,46.9787
6,0.910004,0.46593,0.46684,46.9854
7,0.9099729999999999,0.5325300000000001,0.5334399999999999,46.9914
8,0.9099729999999999,0.59913,0.60004,46.9965
9,0.910034,0.66573,0.66664,47.0006
10,0.9099729999999999,0.73233,0.73324,47.0035
11,0.910034,0.79893,0.79984,47.0052
12,0.9099729999999999,0.8655299999999999,0.86644,47.0052
13,0.9099729999999999,0.9321299999999999,0.93304,47.0035
14,0.910034,0.9987299999999999,0.99964,46.9998
15,0.910034,1.0653299999999999,1.0662399999999999,46.9936
16,0.909912,1.1319299999999999,1.13284,46.9848
17,0.909912,1.1985299999999999,1.19944,46.9731
18,0.910034,1.2651299999999999,1.26604,46.9585
19,0.910034,1.3317299999999999,1.33264,46.9399
20,0.910034,1.3983299999999999,1.39924,46.9181
21,0.9199219999999999,1.4649299999999998,1.46585,46.9072
22,0.9199219999999999,1.5315299999999998,1.53245,46.9157
23,0.9200440000000001,1.5981299999999998,1.59905,46.9238
24,0.9200440000000001,1.6647299999999998,1.66565,46.9311
25,0.9200440000000001,1.73133,1.73225,46.9377
26,0.9199219999999999,1.79793,1.79885,46.9434
27,0.9199219999999999,1.86453,1.86545,46.9482
28,0.9200440000000001,1.93113,1.93205,46.9519
29,0.9200440000000001,1.99773,1.99865,46.9543
30,0.9199219999999999,2.06433,2.06525,46.9554
31,0.920166,2.1309299999999998,2.13185,46.9547
32,0.9199219999999999,2.19753,2.19845,46.9521
33,0.920166,2.2641299999999998,2.26505,46.9472
34,0.9199219999999999,2.33073,2.33165,46.9395
35,0.9199219999999999,2.3973299999999997,2.39825,46.928999999999995
36,0.920166,2.46393,2.46485,46.915
37,0.9199219999999999,2.5305299999999997,2.53145,46.8975
38,0.920166,2.59713,2.59805,46.8757
39,0.929932,2.6637299999999997,2.66466,46.8583
40,0.929932,2.73033,2.73126,46.8672
41,0.930176,2.79693,2.79786,46.8754
42,0.929932,2.86353,2.86446,46.8828
43,0.930176,2.93013,2.93106,46.8895
44,0.929932,2.99673,2.9976599999999998,46.8951
45,0.929932,3.06333,3.06426,46.8997
46,0.930176,3.12993,3.1308599999999998,46.9032
47,0.929932,3.19653,3.19746,46.9054
48,0.930176,3.26313,3.2640599999999997,46.9061
49,0.929932,3.32973,3.33066,46.9051
50,0.929932,3.3963300000000003,3.3972599999999997,46.9019
51,0.930176,3.4629300000000005,3.46386,46.8963
52,0.929932,3.5295300000000003,3.5304599999999997,46.888000000000005
53,0.930176,3.5961300000000005,3.59706,46.8763
54,0.929932,3.6627300000000003,3.6636599999999997,46.8612
55,0.929932,3.7293300000000005,3.73026,46.8417
56,0.930176,3.7959300000000002,3.7968599999999997,46.8179
57,0.939941,3.8625300000000005,3.8634699999999995,46.8161
58,0.9401860000000001,3.9291300000000002,3.9300699999999997,46.8249
59,0.939941,3.9957300000000004,3.9966699999999995,46.8327
60,0.939941,4.06233,4.063269999999999,46.8398
61,0.939941,4.12893,4.1298699999999995,46.8457
62,0.9404299999999999,4.195530000000001,4.19647,46.8507
63,0.939941,4.26213,4.26307,46.8544
64,0.939941,4.32873,4.32967,46.8568
65,0.939941,4.39533,4.3962699999999995,46.8577
66,0.939941,4.461930000000001,4.46287,46.8567
67,0.9404299999999999,4.52853,4.52947,46.8537
68,0.939941,4.59513,4.59607,46.8482
69,0.939941,4.66173,4.662669999999999,46.8399
70,0.939941,4.728330000000001,4.72927,46.828
71,0.939941,4.79493,4.79587,46.8124
72,0.9404299999999999,4.86153,4.86247,46.7924
73,0.939941,4.92813,4.929069999999999,46.7674
74,0.9501950000000001,4.994730000000001,4.99568,46.7721
75,0.949707,5.06133,5.06228,46.781000000000006
76,0.949707,5.12793,5.1288800000000005,46.7888
77,0.9501950000000001,5.19453,5.19548,46.7955
78,0.9501950000000001,5.2611300000000005,5.26208,46.8011
79,0.9501950000000001,5.32773,5.32868,46.8054
80,0.949707,5.39433,5.3952800000000005,46.8084
81,0.949707,5.46093,5.461880000000001,46.8099
82,0.9501950000000001,5.5275300000000005,5.52848,46.8097
83,0.9501950000000001,5.594130000000001,5.59508,46.8075
84,0.9501950000000001,5.66073,5.6616800000000005,46.803000000000004
85,0.949707,5.72733,5.728280000000001,46.7957
86,0.949707,5.7939300000000005,5.79488,46.7851
87,0.9501950000000001,5.860530000000001,5.86148,46.7707
88,0.9501950000000001,5.92713,5.9280800000000005,46.7519
89,0.9501950000000001,5.99373,5.994680000000001,46.7279
90,0.9599610000000001,6.06033,6.0612900000000005,46.725
91,0.9599610000000001,6.126930000000001,6.12789,46.7344
92,0.960449,6.19353,6.19449,46.7426
93,0.9599610000000001,6.26013,6.26109,46.7495
94,0.9599610000000001,6.32673,6.3276900000000005,46.7552
95,0.9599610000000001,6.393330000000001,6.39429,46.7594
96,0.9599610000000001,6.45993,6.46089,46.7622
97,0.960449,6.52653,6.52749,46.7634
98,0.9599610000000001,6.59313,6.59409,46.7626
99,0.9599610000000001,6.659730000000001,6.66069,46.7598
100,0.9599610000000001,6.72633,6.727289999999999,46.7544
101,0.9599610000000001,6.79293,6.793889999999999,46.746
102,0.960449,6.85953,6.8604899999999995,46.7342
103,0.9599610000000001,6.926130000000001,6.92709,46.7182
104,0.9599610000000001,6.99273,6.993689999999999,46.6972
