,time,V,m,n,h,s
6346,79.32499999999632,-73.28350942011338,0.01909132851846608,0.43129134699416605,0.46290820978090935,0.43129134699416605
6347,79.33749999999631,-73.25719365190473,0.019154962784528714,0.43029489139620464,0.4640810818866342,0.43029489139620464
6348,79.3499999999963,-73.23081372054826,0.019218957747758978,0.4293069694748424,0.4652419388508558,0.4293069694748424
6349,79.36249999999629,-73.2043736382825,0.019283312308977323,0.4283230383779352,0.46640413033152034,0.4283230383779352
6350,79.37499999999628,-73.1778712722951,0.01934801871450941,0.42734427342738146,0.4675542577008257,0.42734427342738146
6351,79.38749999999627,-73.1513075423808,0.0194130842095633,0.42637230017606914,0.4687054066755552,0.42637230017606914
6352,79.39999999999625,-73.12468220575313,0.019478508588884707,0.4254046070884493,0.4698422873172456,0.4254046070884493
6353,79.41249999999624,-73.09799428567048,0.019544294508682825,0.42444295187909165,0.4709696997168378,0.42444295187909165
6354,79.42499999999623,-73.0712455276599,0.01961044646835405,0.42348400183451834,0.4720997221737648,0.42348400183451834
6355,79.43749999999622,-73.04443532462724,0.01967696223162045,0.42253439915210034,0.4732257591334819,0.42253439915210034
6356,79.44999999999621,-73.01756944823104,0.019743845398439142,0.4215935344138471,0.47434081313466187,0.4215935344138471
6357,79.4624999999962,-72.99064879940072,0.019811083611688495,0.42064916233737004,0.4754525023505173,0.42064916233737004
6358,79.47499999999619,-72.96366178960128,0.01987867659001041,0.41971746432987717,0.4765519355178305,0.41971746432987717
6359,79.48749999999617,-72.93661835367746,0.019946655546231727,0.41879073134670286,0.47764806209431815,0.41879073134670286
6360,79.49999999999616,-72.90951876606249,0.020014997604625617,0.41786986665669235,0.4787402777486941,0.41786986665669235
6361,79.51249999999615,-72.8823644766069,0.02008370410956952,0.4169516046693174,0.4798228175650326,0.4169516046693174
6362,79.52499999999614,-72.85515500717771,0.02015277341443643,0.41604263438933964,0.4809048516784352,0.41604263438933964
6363,79.53749999999613,-72.82789376450405,0.020222208765110154,0.4151308366349855,0.4819777521889762,0.4151308366349855
6364,79.54999999999612,-72.80057415163763,0.02029200347356967,0.41423067353941095,0.4830473648337242,0.41423067353941095
6365,79.5624999999961,-72.77320585012245,0.020362176487413536,0.41333442137947024,0.4841178766333778,0.41333442137947024
6366,79.5749999999961,-72.7457900022811,0.020432704970187163,0.4124388956493928,0.4851716071328021,0.4124388956493928
6367,79.58749999999608,-72.71832403655918,0.02050358788475386,0.4115573725813667,0.48622204832182014,0.4115573725813667
6368,79.59999999999607,-72.69081879105312,0.020574833815824926,0.4106732111259322,0.487268585218399,0.4106732111259322
6369,79.61249999999606,-72.66326872171074,0.02064641649102766,0.40980166856278394,0.4883068636580357,0.40980166856278394
6370,79.62499999999605,-72.63568393071871,0.020718352122657678,0.4089332429240983,0.4893379924743412,0.4089332429240983
6371,79.63749999999604,-72.60806192066173,0.020790616067637793,0.4080614311667829,0.49036777758174926,0.4080614311667829
6372,79.64999999999603,-72.58039369743115,0.020863216513887624,0.4072043602835322,0.49139280155666565,0.4072043602835322
6373,79.66249999999602,-72.55269104097356,0.020936178905000803,0.40634856085301324,0.4924117662772113,0.40634856085301324
6374,79.674999999996,-72.52494472122986,0.02100947395379741,0.40550245749390784,0.49341918587632927,0.40550245749390784
6375,79.68749999999599,-72.49715975757597,0.021083127834408813,0.40465849190444303,0.49442137631122773,0.40465849190444303
6376,79.69999999999598,-72.46933086652484,0.021157129040999374,0.4038208573783716,0.49541833855317097,0.4038208573783716
6377,79.71249999999597,-72.44146226824394,0.02123149347728364,0.40298667712685043,0.49641469123748155,0.40298667712685043
6378,79.72499999999596,-72.41355245487057,0.021306211722137387,0.4021589556079174,0.49740118176627346,0.4021589556079174
6379,79.73749999999595,-72.38560570680346,0.021381289648265373,0.40133607461616466,0.49838188756435936,0.40133607461616466
6380,79.74999999999594,-72.35762226976381,0.02145671754388725,0.4005161251769002,0.4993638816339384,0.4005161251769002
6381,79.76249999999592,-72.32959885561286,0.02153249649694843,0.3997005678055132,0.5003404621050306,0.3997005678055132
6382,79.77499999999591,-72.30153314456985,0.02160863721335921,0.3988912720149898,0.5013086954438781,0.3988912720149898
6383,79.7874999999959,-72.27342713313354,0.021685147883724117,0.398085800936715,0.5022695963635027,0.398085800936715
6384,79.79999999999589,-72.24528071498777,0.021762024967699925,0.39728133718966296,0.5032268498367,0.39728133718966296
6385,79.81249999999588,-72.21708955849327,0.021839270642900054,0.39648883993913825,0.5041798787100671,0.39648883993913825
6386,79.82499999999587,-72.18886191429313,0.02191689875559105,0.3956949372735574,0.505130457248942,0.3956949372735574
6387,79.83749999999586,-72.16059706166537,0.021994888501240026,0.3949082981767119,0.5060649912954651,0.3949082981767119
6388,79.84999999999584,-72.13230174201612,0.022073243691398396,0.39412638769523456,0.5069962075847504,0.39412638769523456
6389,79.86249999999583,-72.10397513652016,0.02215194738313906,0.39335216105408227,0.5079213282691792,0.39335216105408227
6390,79.87499999999582,-72.07562076849761,0.02223100352518406,0.39258802138262466,0.5088460866027441,0.39258802138262466
6391,79.88749999999581,-72.04724844597017,0.022310403925507188,0.3918259911544817,0.5097633131585902,0.3918259911544817
6392,79.8999999999958,-72.01885581280972,0.022390122578921822,0.39106832167358985,0.5106811381457041,0.39106832167358985
6393,79.91249999999579,-71.9904426211318,0.02247016746624418,0.39031550834869444,0.5115848626238495,0.39031550834869444
6394,79.92499999999578,-71.9620045729593,0.022550540689866085,0.38956920671614664,0.512483770518454,0.38956920671614664
6395,79.93749999999577,-71.93354569729006,0.02263125588231749,0.3888322184446598,0.5133770435986297,0.3888322184446598
6396,79.94999999999575,-71.90507347714757,0.02271230309315864,0.38809842128258626,0.5142664279262265,0.38809842128258626
6397,79.96249999999574,-71.87658899151027,0.022793662337002554,0.38736153161565967,0.5151521917880967,0.38736153161565967
6398,79.97499999999573,-71.84808318081774,0.022875331737330504,0.38663730923015394,0.5160286084052277,0.38663730923015394
6399,79.98749999999572,-71.81956731708576,0.02295733859656193,0.38591650322482907,0.5169041630350378,0.38591650322482907
6400,79.99999999999571,-71.79104333090308,0.02303965178689185,0.3851964158835442,0.5177713239142072,0.3851964158835442
6401,80.0124999999957,-71.76250968666315,0.023122266847460014,0.3844785553224203,0.5186353477899832,0.3844785553224203
6402,80.02499999999569,-71.73396580790033,0.02320518933582493,0.3837633676806732,0.5194930946063048,0.3837633676806732
6403,80.03749999999567,-71.70541077310577,0.023288422072050743,0.38305402388352483,0.520348438493073,0.38305402388352483
6404,80.04999999999566,-71.67684348987045,0.023371968914110017,0.38234991551320885,0.5211940788022982,0.38234991551320885
6405,80.06249999999565,-71.64826381943317,0.02345583426309106,0.38165070127071815,0.5220340058001026,0.38165070127071815
6406,80.07499999999564,-71.61967373901243,0.023540019753911817,0.38095695836354415,0.5228666112665922,0.38095695836354415
6407,80.08749999999563,-71.591074807321,0.023624520766918084,0.3802656080704751,0.5236944561498768,0.3802656080704751
6408,80.09999999999562,-71.5624677799616,0.023709333850965218,0.37959021638405904,0.5245195032787361,0.37959021638405904
6409,80.1124999999956,-71.53386525092087,0.023794457890161207,0.37890816823719503,0.5253431440436588,0.37890816823719503
6410,80.1249999999956,-71.50525499210184,0.023879856336430874,0.3782290932620425,0.5261588495218991,0.3782290932620425
6411,80.13749999999558,-71.47663607973712,0.023965566623314054,0.37756102216745224,0.526970448288509,0.37756102216745224
6412,80.14999999999557,-71.44801281898702,0.024051592644418935,0.3768939553486415,0.5277744300035414,0.3768939553486415
6413,80.16249999999556,-71.41938092230586,0.02413792253708999,0.3762335575626314,0.528572768028871,0.3762335575626314
6414,80.17499999999555,-71.39074568041293,0.024224570314352167,0.3755762768465274,0.5293693528039818,0.3755762768465274
6415,80.18749999999554,-71.36211100114693,0.02431152103440655,0.37492249331155025,0.5301612989892223,0.37492249331155025
6416,80.19999999999553,-71.33347618133357,0.02439876376219962,0.37427626360033867,0.5309483364783686,0.37427626360033867
6417,80.21249999999552,-71.30484799284648,0.024486301524166382,0.3736332909450785,0.531729497380379,0.3736332909450785
6418,80.2249999999955,-71.27622901392627,0.024574114410529535,0.3729984452975386,0.532505643884906,0.3729984452975386
6419,80.23749999999549,-71.24762719125788,0.024662195161444276,0.3723615174978881,0.5332814776789147,0.3723615174978881
6420,80.24999999999548,-71.21903225124308,0.024750519804772907,0.3717293515414471,0.5340478200732858,0.3717293515414471
6421,80.26249999999547,-71.1904412631331,0.02483912058788466,0.3711009563124975,0.5348035782783194,0.3711009563124975
6422,80.27499999999546,-71.16185419631645,0.024928007319832544,0.370473904853957,0.5355588007909233,0.370473904853957
6423,80.28749999999545,-71.13327090413613,0.02501718087153128,0.36985769375680855,0.5363107275066045,0.36985769375680855
6424,80.29999999999544,-71.10470210882598,0.02510664248037839,0.3692414447617237,0.5370513123157833,0.3692414447617237
6425,80.31249999999542,-71.07613863628217,0.02519635920166561,0.3686315776846596,0.5377910827110406,0.3686315776846596
6426,80.32499999999541,-71.04758210579904,0.025286360436034615,0.36803106496844495,0.5385268911555381,0.36803106496844495
6427,80.3374999999954,-71.01904023196123,0.025376641791799534,0.36743057402316254,0.539257589609623,0.36743057402316254
6428,80.34999999999539,-70.99050872286257,0.02546717944237388,0.36683635479957105,0.539985764509483,0.36683635479957105
6429,80.36249999999538,-70.96198598380806,0.0255579875108642,0.3662430925635742,0.5407061803398313,0.3662430925635742
6430,80.37499999999537,-70.93346993615029,0.025649071675480833,0.36565383760924375,0.5414206633718778,0.36565383760924375
6431,80.38749999999536,-70.90496044756293,0.025740439236144084,0.3650699967239638,0.5421328717130351,0.3650699967239638
6432,80.39999999999534,-70.87646050220638,0.025832091315038695,0.3644924955604828,0.5428425273005274,0.3644924955604828
6433,80.41249999999533,-70.8479724801087,0.025924018971786863,0.36391418715411156,0.5435450848888688,0.36391418715411156
6434,80.42499999999532,-70.81949348953448,0.026016215096530626,0.3633390614909161,0.5442488256638194,0.3633390614909161
6435,80.43749999999531,-70.79102788232973,0.02610868962334217,0.3627711305491457,0.5449422980468097,0.3627711305491457
6436,80.4499999999953,-70.76258272796689,0.026201428973204235,0.36220327353614507,0.5456328264005658,0.36220327353614507
6437,80.46249999999529,-70.73415206895422,0.026294410480144317,0.3616471575626631,0.5463205389498508,0.3616471575626631
6438,80.47499999999528,-70.70574524492854,0.026387653965092895,0.36109766770032536,0.5469981736755322,0.36109766770032536
6439,80.48749999999526,-70.67737046408428,0.026481129087690625,0.3605460246683926,0.5476732344516316,0.3605460246683926
6440,80.49999999999525,-70.64902353847792,0.026574808839953647,0.3600035413888451,0.548342324642162,0.3600035413888451
6441,80.51249999999524,-70.62071286011724,0.026668706981864392,0.35946136040981125,0.5490130730305203,0.35946136040981125
6442,80.52499999999523,-70.5924351488802,0.026762795576664906,0.3589198524763372,0.5496724737667023,0.3589198524763372
6443,80.53749999999522,-70.56418779539328,0.02685708529994663,0.3583950803673091,0.5503316686031242,0.3583950803673091
6444,80.54999999999521,-70.53598399457243,0.02695158472075061,0.357858950377283,0.550984782054793,0.357858950377283
6445,80.5624999999952,-70.50780502598947,0.027046249386648874,0.35732973881926,0.5516317393488077,0.35732973881926
6446,80.57499999999519,-70.47965284822989,0.027141141910251382,0.3568073071407309,0.5522754461375354,0.3568073071407309
6447,80.58749999999517,-70.45153262028423,0.027236255749254593,0.35628657182130213,0.5529152361019231,0.35628657182130213
6448,80.59999999999516,-70.42344092029681,0.027331573406316697,0.35577167854444675,0.5535496745446283,0.35577167854444675
6449,80.61249999999515,-70.39538249166748,0.02742710638140028,0.3552575098176023,0.5541844065937598,0.3552575098176023
6450,80.62499999999514,-70.36735267169722,0.027522838419545413,0.35475024941742006,0.554812795671355,0.35475024941742006
6451,80.63749999999513,-70.33935630670484,0.02761878530136652,0.35424746424697684,0.5554351874919875,0.35424746424697684
6452,80.64999999999512,-70.31139229011022,0.027714930303789208,0.3537491157355607,0.5560578750677686,0.3537491157355607
6453,80.6624999999951,-70.28346448266593,0.027811277027444306,0.35325254379879545,0.5566764580011939,0.35325254379879545
6454,80.6749999999951,-70.25556780166744,0.027907811921541383,0.3527578444665728,0.5572881187565679,0.3527578444665728
6455,80.68749999999508,-70.22770137654936,0.028004552323233747,0.3522681694655305,0.5578908798008816,0.3522681694655305
6456,80.69999999999507,-70.1998655117738,0.02810150111697984,0.3517841939805549,0.5584928815405446,0.3517841939805549
